uvig	jgi_sample_id	scaffold_id	ecosystem_classification	votu	length	start_coordinate	end_coordinate	is_whole_scaffold	total_genes	cds	tRNA	genomad_marker	topology	genomad_score	confidence	estimated_completeness	estimated_contamination	miuvig_quality	taxonomic_classification	taxonomic_classification_method	host_taxonomy_prediction	host_prediction_method	sequence_origin
IMGVR_UViG_3300004097_000630	3300004097	Ga0055584_100054094	Environmental;Aquatic;Marine;Neritic zone/Coastal water	vOTU_00000471	3959	0	3959	true	8	8	0		Linear	0.2294	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300004265_000067	3300004265	Ga0051981_10015371	Environmental;Aquatic;Deep subsurface;Groundwater	vOTU_00000472	3559	0	3559	true	8	8	0	2	Linear	0.7403	High-confidence	68.10	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300004282_000057	3300004282	Ga0066599_100000803	Environmental;Aquatic;Freshwater;Pond	vOTU_00000473	5599	0	5599	true	9	9	0		Linear	0.2316	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300004625_000017	3300004625	Ga0055543_1002095	Host-associated;Plants;Roots;Endosphere	vOTU_00000474	6945	0	6945	true	13	13	0	3	Linear	0.5782	High-confidence	99.06	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300004628_000159	3300004628	Ga0070399_1006559	Engineered;Bioreactor;Anaerobic;Unclassified	vOTU_00000475	7932	693	8624	false	15	15	0	6	Provirus	0.0303	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300004628_000160	3300004628	Ga0070399_1007991	Engineered;Bioreactor;Anaerobic;Unclassified	vOTU_00000476	6914	1	6914	false	10	10	0	2	Provirus	0.4579	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Shotokuvirae;p__Cressdnaviricota;;;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300004628_000161	3300004628	Ga0070399_1013924	Engineered;Bioreactor;Anaerobic;Unclassified	vOTU_00000477	4395	392	4786	false	9	9	0		Provirus	0.546	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005056_000068	3300005056	Ga0071102_1003142	Environmental;Aquatic;Marine;Aquifer	vOTU_00000478	9884	0	9884	true	16	16	0	3	Linear	0.6677	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;;	k-mer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005056_000069	3300005056	Ga0071102_1004139	Environmental;Aquatic;Marine;Aquifer	vOTU_00000479	7527	374	7900	false	9	9	0	2	Provirus	0.5605	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005056_000070	3300005056	Ga0071102_1004866	Environmental;Aquatic;Marine;Aquifer	vOTU_00000480	6836	0	6836	true	9	9	0	3	Linear	0.7802	High-confidence	91.22	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005056_000072	3300005056	Ga0071102_1006193	Environmental;Aquatic;Marine;Aquifer	vOTU_00000440	5487	0	5487	true	8	8	0	5	Linear	0.964	High-confidence	64.86	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;	k-mer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005056_000073	3300005056	Ga0071102_1006205	Environmental;Aquatic;Marine;Aquifer	vOTU_00000481	5477	0	5477	true	8	8	0	3	Linear	0.9593	High-confidence	67.13	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005056_000074	3300005056	Ga0071102_1008842	Environmental;Aquatic;Marine;Aquifer	vOTU_00000482	4038	0	4038	true	7	7	0	2	Linear	0.7224	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005082_000029	3300005082	Ga0072336_10068359	Environmental;Aquatic;Marine;Deep subsurface	vOTU_00000483	5511	1	5511	false	10	10	0		Provirus	0.3056	High-confidence	49.13	0.0	Genome fragment	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005086_000094	3300005086	Ga0072334_10320006	Environmental;Aquatic;Marine;Deep subsurface	vOTU_00000484	6519	1	6519	false	10	10	0	4	Provirus	0.9464	High-confidence	65.96	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005086_000095	3300005086	Ga0072334_10346594	Environmental;Aquatic;Marine;Deep subsurface	vOTU_00000485	5274	0	5274	true	8	8	0	3	Linear	0.8685	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005086_000096	3300005086	Ga0072334_10439027	Environmental;Aquatic;Marine;Deep subsurface	vOTU_00000486	5327	1	5327	false	10	10	0	4	Provirus	0.8052	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005238_000009	3300005238	Ga0073692_1001310	Environmental;Terrestrial;Soil;Biochar	vOTU_00000487	5111	390	5500	false	10	10	0	2	Provirus	0.8841	High-confidence	57.16	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005258_000022	3300005258	Ga0074071_1001477	Environmental;Terrestrial;Soil;Biochar	vOTU_00000488	7336	1	7336	false	13	13	0	2	Provirus	0.5216	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005260_000011	3300005260	Ga0074072_1006150	Environmental;Terrestrial;Soil;Biochar	vOTU_00000489	5163	1	5163	false	10	10	0	2	Provirus	0.9142	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005260_000012	3300005260	Ga0074072_1008993	Environmental;Terrestrial;Soil;Biochar	vOTU_00000487	4292	1	4292	false	7	7	0	1	Provirus	0.8172	High-confidence	48.00	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	vOTU consensus	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005262_000037	3300005262	Ga0065165_1005035	Host-associated;Plants;Roots;Endosphere	vOTU_00000490	7613	111	7723	false	14	14	0	3	Provirus	0.9127	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005262_000039	3300005262	Ga0065165_1005756	Host-associated;Plants;Roots;Endosphere	vOTU_00000491	6801	0	6801	true	12	12	0	1	Linear	0.8005	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005275_000002	3300005275	Ga0065719_101519	Environmental;Aquatic;Thermal springs;Hot (42-90C)	vOTU_00000492	2631	0	2631	true	8	8	0	2	Linear	0.3381	High-confidence	NA	0.0	Unsure	;;;;;;;		d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__Calescibacteriales;f__Calescibacteriaceae;;	k-mer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005281_000118	3300005281	Ga0065720_1005268	Engineered;Solid waste;Grass;Composting	vOTU_00000493	5663	1	5663	false	9	9	0	7	Provirus	0.9195	High-confidence	79.26	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005281_000120	3300005281	Ga0065720_1023501	Engineered;Solid waste;Grass;Composting	vOTU_00000494	6855	0	6855	true	12	12	0	8	Linear	0.9472	High-confidence	98.03	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;	CRISPR spacer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005286_000122	3300005286	Ga0065721_10009395	Engineered;Solid waste;Grass;Composting	vOTU_00000495	4634	0	4634	true	7	7	0	4	Linear	0.9248	High-confidence	63.88	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005286_000124	3300005286	Ga0065721_10052181	Engineered;Solid waste;Grass;Composting	vOTU_00000496	10843	364	11206	false	21	21	0	4	Provirus	0.0438	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005286_000126	3300005286	Ga0065721_10058640	Engineered;Solid waste;Grass;Composting	vOTU_00000497	5704	0	5704	true	9	9	0	6	Linear	0.9577	High-confidence	77.48	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005286_000127	3300005286	Ga0065721_10060900	Engineered;Solid waste;Grass;Composting	vOTU_00000498	4867	0	4867	true	8	8	0	6	Linear	0.9578	High-confidence	66.62	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;;	CRISPR spacer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005286_000128	3300005286	Ga0065721_10063061	Engineered;Solid waste;Grass;Composting	vOTU_00000499	4037	266	4302	false	9	9	0	2	Provirus	0.0925	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005288_000261	3300005288	Ga0065714_10065414	Host-associated;Plants;Roots;Rhizosphere	vOTU_00000500	10189	0	10189	true	15	15	0	7	Linear	0.909	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005288_000262	3300005288	Ga0065714_10070690	Host-associated;Plants;Roots;Rhizosphere	vOTU_00000501	3454	339	3792	false	7	7	0	5	Provirus	0.9595	High-confidence	49.28	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005326_000245	3300005326	Ga0074195_1007776	Environmental;Aquatic;Deep subsurface;Groundwater	vOTU_00000502	6392	546	6937	false	8	8	0	1	Provirus	0.5694	High-confidence	NA	0.0	Unsure	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005326_000246	3300005326	Ga0074195_1012177	Environmental;Aquatic;Deep subsurface;Groundwater	vOTU_00000503	4589	0	4589	true	9	9	0		Linear	0.3331	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005341_000030	3300005341	Ga0070691_10005023	Host-associated;Plants;Roots;Rhizosphere	vOTU_00000504	5142	1	5142	false	9	9	0	5	Provirus	0.9181	High-confidence	57.51	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005470_000083	3300005470	Ga0074646_100870	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	vOTU_00000505	7367	1135	8501	false	11	11	0	3	Provirus	0.7185	High-confidence	78.64	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005470_000084	3300005470	Ga0074646_101408	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	vOTU_00000506	5517	1	5517	false	7	7	0	3	Provirus	0.7929	High-confidence	58.71	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005471_000108	3300005471	Ga0070698_100006711	Host-associated;Plants;Roots;Rhizosphere	vOTU_00000507	10651	139	10789	false	21	21	0	1	Provirus	0.9458	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005471_000109	3300005471	Ga0070698_100068658	Host-associated;Plants;Roots;Rhizosphere	vOTU_00000508	3561	0	3561	true	9	9	0		Linear	0.2013	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005529_000167	3300005529	Ga0070741_10061529	Environmental;Terrestrial;Soil;Unclassified	vOTU_00000509	4360	0	4360	true	9	9	0	1	Linear	0.8847	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005536_000039	3300005536	Ga0070697_100006264	Host-associated;Plants;Roots;Rhizosphere	vOTU_00000510	4625	4591	9215	false	9	9	0	1	Provirus	0.4641	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005546_000059	3300005546	Ga0070696_100002981	Host-associated;Plants;Roots;Rhizosphere	vOTU_00000511	10436	1	10436	false	18	18	0	1	Provirus	0.9534	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005613_001595	3300005613	Ga0074649_1007797	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	vOTU_00000512	7688	1	7688	false	10	10	0		Provirus	0.5174	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005613_001598	3300005613	Ga0074649_1028395	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	vOTU_00000513	2885	0	2885	true	9	9	0	1	Linear	0.7859	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005621_000002	3300005621	Ga0078781_10157	Environmental;Aquatic;Thermal springs;Hot (42-90C)	vOTU_00000514	5364	1	5364	false	11	11	0		Provirus	0.0839	High-confidence	NA	0.0	Unsure	;;;;;;;		d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;;	CRISPR spacer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005643_000014	3300005643	Ga0079369_1018966	Engineered;Bioreactor;Thiocyanate-remediating;Anaerobic-Aerobic	vOTU_00000515	3871	0	3871	true	7	7	0	1	Linear	0.377	High-confidence	57.31	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	vOTU consensus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;	k-mer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005645_000096	3300005645	Ga0077109_1007356	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	vOTU_00000516	4771	1	4771	false	10	10	0	1	Provirus	0.5114	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005838_000378	3300005838	Ga0008649_10008771	Environmental;Aquatic;Marine;Intertidal zone	vOTU_00000318	5552	241	5792	false	10	10	0	1	Provirus	0.741	High-confidence	NA	0.0	Unsure	;;;;;;;		d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;	k-mer match	Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005850_000002	3300005850	Ga0079999_13905	Environmental;Aquatic;Thermal springs;Hot (42-90C)	vOTU_00000517	4769	0	4769	true	11	11	0		Linear	0.1804	High-confidence	98.98	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005858_000015	3300005858	Ga0079995_1067392	Environmental;Aquatic;Freshwater;Lotic	vOTU_00000518	6083	0	6083	true	9	9	0		Linear	0.2687	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005858_000016	3300005858	Ga0079995_1114688	Environmental;Aquatic;Freshwater;Lotic	vOTU_00000519	4489	342	4830	false	7	7	0		Provirus	0.323	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005963_000011	3300005963	Ga0081519_100701	Environmental;Aquatic;Thermal springs;Hot (42-90C)	vOTU_00000520	5168	0	5168	true	11	11	0		Linear	0.184	High-confidence	91.94	0.0	High-quality	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300005977_000023	3300005977	Ga0081474_124189	Environmental;Aquatic;Non-marine Saline and Alkaline;Unclassified	vOTU_00000521	10708	429	11136	false	24	24	0	2	Provirus	0.7263	High-confidence	NA	0.0	Unsure	;;;;;;;		;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006045_000144	3300006045	Ga0082212_10012998	Host-associated;Arthropoda: Insects;Digestive system;Gut	vOTU_00000522	8426	1	8426	false	11	11	0	1	Provirus	0.1045	High-confidence	19.78	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006045_000150	3300006045	Ga0082212_10031701	Host-associated;Arthropoda: Insects;Digestive system;Gut	vOTU_00000523	5844	69	5912	false	9	9	0	3	Provirus	0.3262	High-confidence	91.25	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006045_000152	3300006045	Ga0082212_10034317	Host-associated;Arthropoda: Insects;Digestive system;Gut	vOTU_00000524	4793	912	5704	false	9	9	0		Provirus	0.5155	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006045_000153	3300006045	Ga0082212_10035439	Host-associated;Arthropoda: Insects;Digestive system;Gut	vOTU_00000525	5593	0	5593	true	9	9	0	1	Linear	0.9078	High-confidence	NA	0.0	Unsure	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006045_000155	3300006045	Ga0082212_10040111	Host-associated;Arthropoda: Insects;Digestive system;Gut	vOTU_00000526	4309	146	4454	false	11	11	0		Provirus	0.4032	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006045_000156	3300006045	Ga0082212_10044736	Host-associated;Arthropoda: Insects;Digestive system;Gut	vOTU_00000527	4826	0	4826	true	10	10	0	3	Linear	0.1178	High-confidence	76.62	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006056_000595	3300006056	Ga0075163_10019161	Engineered;WWTP;Effluent;Algae cultivation tank	vOTU_00000528	8094	1	8094	false	14	14	0	2	Provirus	0.0254	High-confidence	72.16	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006192_000244	3300006192	Ga0075011_10005042	Environmental;Aquatic;Freshwater;River	vOTU_00000529	6404	1	6404	false	9	9	0	4	Provirus	0.8743	High-confidence	84.12	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006192_000246	3300006192	Ga0075011_10006488	Environmental;Aquatic;Freshwater;River	vOTU_00000530	5583	394	5976	false	8	8	0	5	Provirus	0.9005	High-confidence	81.61	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006192_000249	3300006192	Ga0075011_10013789	Environmental;Aquatic;Freshwater;River	vOTU_00000531	3914	0	3914	true	7	7	0	2	Linear	0.7063	High-confidence	51.50	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	NR (doi:10.5281/zenodo.6574914)	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006192_000250	3300006192	Ga0075011_10015255	Environmental;Aquatic;Freshwater;River	vOTU_00000532	3699	0	3699	true	7	7	0	3	Linear	0.9117	High-confidence	37.16	0.0	Genome fragment	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006195_000043	3300006195	Ga0075366_10004728	Host-associated;Plants;Roots;Endosphere	vOTU_00000533	7174	163	7336	false	12	12	0	5	Provirus	0.9522	High-confidence	100.00	0.0	High-quality	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;f__Inoviridae;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006195_000045	3300006195	Ga0075366_10025904	Host-associated;Plants;Roots;Endosphere	vOTU_00000534	3431	0	3431	true	7	7	0	1	Linear	0.9157	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
IMGVR_UViG_3300006226_000250	3300006226	Ga0099364_10013161	Host-associated;Arthropoda: Insects;Digestive system;Gut	vOTU_00000535	10312	810	11121	false	17	17	0	2	Provirus	0.1248	High-confidence	NA	0.0	Unsure	r__Monodnaviria;k__Loebvirae;p__Hofneiviricota;c__Faserviricetes;o__Tubulavirales;;;	geNomad	;;;;;;		Inoviruses (10.1038/s41564-019-0510-x)
